CustomerID,RetentionPotential
C23363,Low
C19313,High
C35436,High
C28742,Low
C24853,Low
C25943,High
C38736,High
C17703,Low
C26196,High
C26509,Low
C41776,Low
C32611,Low
C19279,Low
C17458,Low
C25349,Low
C30724,Low
C42080,Low
C30558,Low
C28730,Low
C24482,Low
C40854,Low
C13843,Low
C22635,Low
C39119,Low
C18924,Low
C24234,Low
C29519,Low
C31440,High
C12164,Low
C33121,Medium
C31092,Medium
C23432,High
C20086,Low
C35336,Low
C39255,Low
C32821,High
C38349,Low
C18367,Low
C13770,High
C27764,Low
C24060,Low
C21980,Low
C13235,Low
C22035,Low
C16774,Low
C35187,Low
C24327,Low
C32361,Low
C34940,Low
C14254,Low
C35555,Low
C33857,Low
C40326,Low
C29990,High
C25185,Low
C15451,Low
C34228,Low
C35422,Low
C27467,Medium
C30380,High
C41560,Low
C28084,Low
C35043,Low
C29237,Low
C38988,Low
C41725,High
C16242,Low
C31547,Low
C33115,High
C17713,Low
C35928,High
C24979,Low
C38261,Low
C24845,Low
C28589,Low
C32135,Low
C17508,Medium
C16926,Low
C36020,Low
C20975,Low
C30105,High
C39817,Low
C24119,Low
C18903,Low
C33890,Low
C38206,Medium
C18575,Medium
C20503,Low
C34739,Low
C22720,Low
C25230,Medium
C37997,Low
C34503,Low
C31317,Low
C19844,Low
C34689,Low
C39713,Low
C20803,Low
C30044,Low
C40615,Low
C36644,High
C28393,Low
C22692,Low
C30678,Low
C24897,Low
C20780,Low
C28671,High
C17827,Low
C13050,Low
C29607,High
C31466,Low
C32249,Low
C29331,Low
C22795,Low
C39904,Low
C31565,Low
C15651,Low
C41990,Low
C21708,High
C37888,Low
C13410,High
C29084,High
C27423,Low
C37491,High
C14986,Low
C28010,Low
C38998,Low
C35712,Low
C41143,Low
C18257,High
C32255,Low
C33030,Low
C24461,Low
C20139,Low
C14110,High
C15086,Low
C41975,Low
C23841,Low
C21163,Low
C39192,Low
C42024,Low
C36072,Low
C25679,Low
C16203,Low
C17506,Low
C36388,High
C15682,Low
C31188,Low
C28639,Low
C24986,High
C13812,Low
C41165,Low
C22445,Low
C28420,Low
C32004,Low
C19864,Low
C15351,Low
C17304,Low
C31361,High
C28536,Low
C32709,High
C31185,High
C39775,Low
C27893,Low
C27797,Low
C13214,Low
C21310,Low
C32394,Low
C30977,Low
C35465,Low
C20663,Medium
C26591,Low
C41968,Low
C34409,Low
C16025,Low
C18496,Medium
C39215,Low
C40359,High
C33576,Low
C16735,Low
C36093,Low
C17002,Low
C22812,Low
C14074,High
C16777,Low
C30140,Low
C36766,High
C35832,Low
C15137,Low
C18932,Low
C34947,Low
C33472,Low
C20069,Medium
C41779,Low
C21951,Low
C33537,Low
C13560,Low
C28433,Low
C30607,Low
C18977,Low
C36856,Low
C15144,Low
C15674,Low
C38907,Low
C36257,Low
C12900,Low
C32665,Low
C41576,Low
C32900,High
C35439,High
C14261,Low
C22418,Low
C30113,Low
C13307,Low
C39385,Low
C13331,Low
C31140,Low
C36663,Low
C13637,Low
C29075,Low
C26314,Low
C15583,Low
C20113,Low
C34297,High
C25925,Low
C15117,Low
C35925,Low
C12672,Medium
C38011,Low
C28531,High
C26517,Low
C30706,Medium
C22510,Low
C25353,Low
C39826,Low
C38590,Low
C40488,Low
C35112,Low
C25145,Low
C17734,Low
C31865,Low
C33590,High
C13783,Low
C21953,Low
C20855,High
C14157,Low
C15630,Medium
C21817,Low
C38625,Low
C20452,Low
C32493,Low
C32781,Low
C19378,Low
C22989,Low
C18553,High
C18259,Low
C17870,High
C15447,Low
C22871,High
C19497,Low
C41927,Low
C18389,Low
C41721,Low
C19206,High
C38511,Medium
C26944,High
C36746,Low
C18358,Low
C34346,Low
C30779,Low
C24358,Low
C40369,Low
C15827,Low
C22674,Low
C15841,Low
C18554,Low
C29603,High
C37814,High
C36899,High
C40362,Medium
C25099,Low
C14401,Medium
C28243,Low
C40777,Low
C14883,Low
C22396,Low
C15124,Low
C39303,High
C16008,Low
C21912,Low
C14149,Low
C26875,Low
C39577,Low
C37135,Low
C20359,Low
C12418,Low
C29294,Low
C12705,Low
C39882,Low
C21797,Low
C33718,Low
C31801,Low
C35751,Low
C28438,High
C23881,Low
C34613,Low
C15816,Low
C16705,Low
C29059,Low
C29714,Low
C29757,Low
C25514,Low
C39631,Low
C13893,Low
C24484,Low
C34791,Low
C36129,Low
C34860,High
C18976,Low
C15957,Low
C40547,Low
C16200,Low
C25355,Low
C31425,Low
C41811,Low
C40782,Low
C40824,Low
C24118,High
C26361,High
C29026,High
C30804,Low
C28788,Low
C16925,Low
C26901,High
C34759,Low
C33421,Low
C25991,Low
C28851,Low
C27781,Low
C41609,Low
C27586,Low
C36404,Low
C16649,Low
C38180,Low
C12613,Low
C19813,Low
C33974,Low
C41328,Low
C36226,Low
C27858,Low
C13260,Low
C33944,Low
C21602,Low
C31205,High
C15943,Low
C39403,Low
C34277,Low
C29190,High
C30162,High
C17683,Medium
C29787,Medium
C34490,Low
C12162,Low
C38545,Low
C32144,Low
C26054,Low
C17470,Low
C33658,Low
C31943,Low
C21155,Low
C20017,Low
C12248,Low
C13869,Low
C17011,Low
C25493,Low
C23351,Low
C21428,High
C41790,Low
C19487,Low
C22921,Low
C35148,Low
C14011,Low
C21681,Low
C17132,Low
C33206,High
C40614,Low
C15773,High
C26006,Low
C21010,Low
C26356,Low
C16123,Low
C16876,Low
C40189,Low
C13944,Medium
C41194,Low
C21225,Low
C40647,Low
C32786,Low
C29182,Low
C28127,Low
C32772,Low
C30133,Low
C22246,Low
C21091,High
C24462,Low
C23485,Medium
C36868,Low
C30537,Low
C37679,Medium
C20742,Low
C27175,High
C20826,Low
C20661,Low
C31071,Low
C28303,Low
C13531,High
C41463,Low
C16184,High
C12323,High
C18396,Low
C15539,Low
C35528,Low
C17308,Low
C26205,Low
C24247,Low
C33861,Low
C36805,Low
C16379,Low
C38153,Low
C23775,Low
C13856,Low
C34128,Low
C15261,Low
C25827,Low
C33823,Low
C33934,High
C22173,Low
C36196,Low
C24259,Low
C37907,Low
C30994,Low
C16654,Low
C23501,High
C27953,High
C14511,Low
C38914,Low
C36241,Low
C38368,High
C36248,Medium
C37694,Low
C36279,Low
C41138,Low
C27856,Low
C40979,High
C28517,Low
C19308,Low
C31567,High
C41929,Low
C32282,Low
C18472,Low
C18441,Low
C36922,Low
C31308,Low
C14936,Medium
C41956,Low
C29239,Low
C39375,Medium
C31968,Low
C39660,High
C37230,High
C40438,Low
C14578,Low
C15980,Low
C19140,Low
C27739,Low
C28083,Low
C15992,Low
C34313,Low
C22450,Low
C32774,High
C14253,Low
C26561,Low
C14659,Low
C24898,Low
C12995,Medium
C25763,Low
C20988,Low
C38894,Low
C27224,Low
C33565,Low
C38186,High
C22433,Low
C28293,Low
C39266,Low
C26141,High
C18841,Low
C26644,High
C34669,High
C19801,Low
C36005,Low
C13573,Low
C14610,Low
C32097,Low
C24213,Low
C16980,Low
C31891,High
C25974,Low
C30369,Low
C40599,High
C35378,Medium
C19707,High
C18404,Low
C32288,Low
C15034,Low
C26364,Low
C27717,Low
C30840,Low
C22771,Low
C22877,Low
C20928,High
C16584,Low
C28776,Medium
C32325,Low
C29945,Medium
C13759,Low
C33509,Low
C17397,Low
C17203,Low
C17139,Low
C25115,Low
C39066,Low
C13725,High
C27022,Low
C24971,Low
C20859,Low
C26089,Low
C22260,High
C32085,Low
C29266,Medium
C28483,Low
C41231,Low
C13928,Low
C27277,Low
C28835,Low
C41991,Low
C40657,Low
C36583,Low
C35491,Low
C16510,Low
C26712,Low
C41458,Low
C14580,Low
C21816,Low
C32065,Low
C31552,Low
C26308,Low
C22876,Low
C24095,Low
C16990,Low
C35299,High
C26025,Low
C39168,Low
C21128,Low
C17194,Low
C24985,Low
C36570,Low
C15885,Low
C31160,Low
C39095,Low
C24027,Low
C39686,High
C17735,Low
C26918,Low
C29997,Low
C21411,Low
C40952,Low
C39178,Medium
C27862,Low
C21553,High
C37448,Low
C41890,High
C13610,Low
C29022,High
C22772,High
C40156,Low
C34383,Low
C37876,Low
C13871,Low
C33727,Low
C18352,Low
C35922,Low
C36957,High
C15410,Low
C19528,Low
C38045,Low
C40244,Low
C31573,Low
C37189,Low
C27895,High
C16818,Low
C37760,Low
C31369,High
C38362,Low
C38452,Low
C14237,Low
C32700,Low
C23579,Low
C40461,Low
C26419,Low
C27846,Low
C15701,Low
C18767,Low
C26660,Low
C18911,Low
C39879,Low
C39377,Low
C34808,Low
C18133,Low
C25011,Low
C30669,Low
C42085,Low
C30894,Low
C24748,Low
C23058,Low
C40427,Low
C20376,Low
C22502,Low
C39480,Low
C24031,Low
C40995,Low
C21062,High
C36038,Low
C32776,Low
C29829,Low
C35168,Low
C37581,High
C15515,High
C29218,Low
C14464,Low
C40598,Low
C36447,Low
C14431,Low
C23726,Low
C23816,Low
C35635,Low
C36102,Low
C41043,Low
C41622,Low
C28094,Low
C30570,Low
C31909,Low
C38217,Low
C25939,Low
C20499,Low
C36261,Low
C23839,Low
C19728,Low
C21307,Low
C21105,Medium
C24584,Low
C21872,Low
C17398,Low
C18054,Low
C41085,Low
C39960,Low
C34002,Low
C34005,Low
C28615,Low
C25434,Low
C38686,Low
C20612,Medium
C16444,Low
C32842,Low
C40795,Low
C19854,Low
C30921,Low
C32178,High
C17241,Low
C33232,Low
C38699,Low
C19729,Low
C19190,Low
C26410,Low
C31270,Low
C20906,Low
C25969,High
C33373,Low
C12370,High
C21405,High
C41843,Low
C27613,Low
C35038,Low
C15396,Low
C28621,Low
C33909,High
C24354,Low
C30654,Low
C29148,Low
C13326,Low
C15537,High
C14362,Low
C23278,Low
C37498,High
C27183,Low
C32589,Low
C35370,Low
C13402,Low
C35094,High
C23094,Low
C40558,Low
C20842,Low
C17000,Low
C39432,Low
C23805,Low
C40573,High
C13615,Low
C20140,Low
C29822,Low
C22187,Low
C41158,High
C39349,Low
C23187,Low
C21178,Low
C22854,Low
C19341,Low
C38847,Low
C40237,Low
C27444,High
C18173,High
C19599,High
C12347,Low
C24418,Low
C22227,Low
C30406,Low
C40679,Low
C37542,High
C41228,Low
C28985,Low
C22350,Low
C16910,Low
C23342,Low
C38093,Low
C14813,Low
C28682,Low
C30495,Low
C22274,Low
C29795,Low
C12760,Low
C35213,Low
C14777,Low
C12154,Low
C29240,Low
C19077,Low
C18024,Low
C31025,Low
C24932,Low
C27581,Low
C40773,Low
C25304,High
C18126,Low
C22131,Low
C24204,Low
C21868,Low
C28271,Low
C19381,Low
C30108,Low
C13099,Low
C14568,Low
C33787,Medium
C18556,Low
C39010,High
C38940,Low
C30425,Low
C41132,Low
C41015,Low
C18317,High
C34069,Low
C29707,Low
C26912,Low
C31478,Low
C27385,High
C33185,Low
C30312,High
C23257,Low
C18286,Low
C22177,Medium
C21847,Low
C19802,Low
C30412,Low
C21504,High
C26404,Low
C34405,High
C24905,High
C15532,Low
C33178,Low
C12195,Low
C16012,Low
C18066,Low
C25110,Low
C19923,Low
C27966,Low
C35289,High
C22472,Low
C25544,Low
C24271,Low
C27627,Low
C31908,Low
C37839,Low
C19715,Low
C36547,Low
C36213,Low
C29470,Low
C24678,Medium
C34851,High
C38747,High
C13310,Low
C12870,Low
C36902,Low
C25904,Low
C13044,High
C30786,Low
C35794,Low
C25733,Low
C37214,Low
C14326,Medium
C24440,Medium
C34344,Low
C31954,Low
C24649,Low
C13782,Low
C17642,Low
C16546,Low
C16356,Low
C23677,Low
C27525,Low
C39359,Low
C20425,Low
C28724,Low
C19226,Low
C19448,Low
C20704,Low
C28335,Medium
C17818,High
C29041,Low
C31115,Low
C24851,Low
C29105,Low
C40726,Low
C39798,Low
C22440,Low
C29791,Low
C33169,Low
C41427,Low
C21976,High
C40955,High
C33522,Low
C42020,Low
C25981,Low
C20954,High
C36887,Low
C18929,Medium
C27054,Low
C28496,High
C12191,Low
C18872,Low
C28786,Low
C25295,Low
C35735,Low
C17816,Low
C21341,Low
C40314,Low
C24450,Low
C33174,High
C12155,Low
C20200,Low
C22402,Low
C21697,Low
C16607,Low
C14003,Low
C36774,Low
C22603,Low
C35068,Low
C26809,Low
C39592,High
C25656,Low
C42130,Low
C38007,Low
C41204,Low
C33871,Low
C35976,Low
C27743,Low
C32566,Low
C26861,Low
C21617,Medium
C26418,Low
C30248,Low
C16140,Low
C13581,Low
C29234,Low
C13481,Low
C20304,Low
C28713,Low
C31127,Low
C40374,Low
C33925,Low
C20998,Medium
C41475,Low
C13643,Medium
C17230,High
C40957,Low
C30652,Low
C23281,Low
C32510,Low
C35288,Low
C20623,Low
C27992,Low
C28337,Low
C29241,Low
C40295,Low
C19049,Low
C36918,Low
C27565,Low
C29853,Low
C33237,Low
C40852,Low
C28315,Low
C21864,Low
C31282,Low
C34901,Low
C28164,Low
C21352,Low
C35050,Low
C23971,High
C33938,Low
C14065,High
C28574,High
C26115,Low
C31024,High
C24809,Low
C29573,Low
C26612,High
C30139,Low
C17390,Low
C35911,High
C36208,Low
C24939,Low
C30373,Low
C35554,Low
C21969,Low
C34048,Low
C30770,Low
C25296,Low
C27546,Low
C27019,Low
C31978,Low
C37877,Low
C37847,Low
C28178,Low
C33445,Low
C15505,Low
C38956,High
C23691,Low
C37900,Low
C13936,Low
C36006,Low
C27710,Low
C34079,Low
C12930,Low
C25625,Low
C24714,Low
C37060,Low
C17349,Low
C29037,Low
C19507,Low
C18733,High
C21486,Low
C34506,Medium
C12844,Low
C41472,Low
C25760,High
C35210,High
C18067,Low
C40389,Low
C19013,High
C40414,Low
C13842,Low
C27284,Low
C12617,Low
C36259,Low
C22517,Low
C26080,Low
C12790,Low
C30603,Low
C31530,Low
C30496,Low
C22145,High
C26573,Medium
C28632,High
C25281,High
C32073,Low
C32854,Low
C26359,Low
C16478,Low
C36286,Low
C21845,Low
C37145,Low
C23149,Medium
C32718,Low
C40387,High
C22787,Low
C16752,Low
C25513,High
C14746,Low
C17766,Low
C20721,Low
C14293,Low
C24794,High
C34001,Low
C33756,Low
C28738,Low
C27258,Low
C38116,Low
C17444,Low
C27490,Medium
C25282,High
C18233,Low
C31095,High
C33992,Low
C39735,Low
C24717,Low
C19480,Low
C34616,Low
C27320,Low
C34098,Low
C23941,High
C13488,Low
C26002,High
C37146,High
C36260,Low
C35694,Low
C18313,Low
C31183,Low
C26482,Low
C28477,Low
C25471,Low
C20256,Low
C25490,Low
C28957,Low
C37836,Low
C14607,Low
C12802,Low
C26330,High
C24780,Low
C34891,Medium
C16050,Low
C30019,Low
C28617,Low
C15329,Low
C21012,Medium
C42181,Low
C22835,Low
C17295,Low
C38831,Low
C32129,High
C13663,Low
C22753,Low
C25346,Low
C24865,Low
C20892,Low
C40126,Low
C33853,Low
C27480,Low
C26578,Low
C15065,Low
C24990,High
C34492,Low
C28699,Low
C38483,Low
C27275,Low
C17413,Low
C30134,Low
C19878,Low
C33602,High
C22449,Low
C23328,High
C38469,Low
C30080,Low
C32811,Low
C33469,Low
C32858,Low
C12250,Low
C18917,Low
C39243,Low
C15419,Low
C39458,High
C31936,High
C14463,Low
C34112,High
C37941,Low
C12487,High
C12388,Low
C27591,Low
C22083,Low
C14351,Low
C27431,Low
C20543,Low
C19897,Low
C17822,Low
C12814,Low
C30202,Low
C16443,Low
C39348,Low
C33717,High
C28870,Low
C32682,High
C24966,Low
C23848,Low
C32548,Low
C32880,Medium
C37206,Low
C14068,High
C41101,Low
C25141,Low
C23633,Low
C24634,Low
C18280,Low
C38919,Low
C33161,Low
C26846,Low
C31966,Low
C24143,Low
C23434,Low
C20875,Low
C27306,Low
C26593,Low
C19017,Low
C28079,High
C41914,Low
C28157,Low
C39845,Low
C22621,Low
C15357,Low
C39230,Low
C40459,Low
C14606,Low
C12269,Low
C29289,Low
C18089,Low
C23262,Low
C41281,High
C41915,Low
C30233,Low
C16599,High
C27205,Low
C18988,High
C33733,Low
C32375,High
C29101,Low
C36715,Low
C19783,Low
C19498,Low
C34566,Low
C17225,Low
C26608,High
C18070,High
C24562,Low
C36489,Low
C21217,Low
C15729,Low
C18085,Low
C25883,Low
C17949,High
C16954,Low
C26737,High
C19710,Low
C16786,High
C37314,Low
C41595,Low
C15697,Low
C25423,Low
C13918,Low
C24507,Low
C16899,Low
C18359,Low
C22461,Low
C25328,Low
C37046,Low
C23570,Low
C41340,High
C25420,Low
C24167,High
C32553,Low
C36330,Low
C38855,Low
C27759,Medium
C16086,Low
C26960,High
C39183,High
C18376,Low
C30172,Low
C41438,Low
C29917,Low
C30346,Low
C16964,High
C36835,Low
C41407,Low
C28833,Low
C15627,Low
C29685,High
C28689,Low
C32080,High
C40663,High
C13816,Low
C20808,High
C24419,Low
C31623,High
C34994,High
C29414,High
C32881,Low
C32491,Low
C20626,Low
C21146,Low
C34732,Low
C29985,Low
C28102,Low
C16530,Low
C34830,Low
C26551,High
C13194,Low
C40394,High
C27397,Low
C41058,Low
C27536,Low
C36587,High
C29819,Medium
C36628,Low
C31640,Low
C33323,Low
C35109,Low
C40480,Low
C36411,Low
C29379,High
C41960,Medium
C25348,Low
C39829,Low
C33249,Low
C35757,Low
C38992,Low
C33301,Low
C19022,Low
C26579,Low
C24495,Low
C17429,Low
C37835,Low
C35381,Low
C29460,Low
C17744,Low
C22853,Low
C30383,Low
C14429,Low
C35343,Low
C18275,Low
C20533,High
C19993,Low
C37213,Low
C15297,Low
C34296,High
C34657,Low
C17188,Low
C22364,Low
C24915,Low
C40768,Low
C41517,High
C21993,Low
C28507,High
C18947,High
C22406,Low
C12782,Low
C37383,Low
C28139,Low
C19979,Low
C13882,Low
C28118,High
C18611,Low
C19782,High
C33119,Low
C18237,High
C42096,Low
C21241,Low
C37365,Medium
C29426,Low
C28353,High
C33486,Low
C37681,Low
C40100,Low
C22428,Low
C20870,Low
C14249,Low
C32120,Low
C40329,Low
C22181,Low
C40836,Low
C14053,Low
C12648,Low
C16461,High
C28478,Low
C24677,High
C30471,Low
C37077,Low
C29111,Low
C15798,Low
C17745,Low
C23729,Low
C25362,Low
C25522,Medium
C39758,High
C21150,Low
C13815,Low
C13806,Low
C34888,Low
C36500,Low
C33198,High
C27427,Low
C15254,Low
C21070,Low
C32985,Low
C41025,Low
C30573,Low
C31412,Low
C31837,Low
C41362,Low
C35863,Low
C26311,High
C19978,Low
C33022,Low
C29940,Low
C39863,Low
C38936,Low
C26346,Low
C34139,Low
C13330,Low
C37911,Low
C29204,High
C30999,Low
C39121,Low
C41174,Low
C19718,Low
C30892,Low
C31619,Low
C27138,Low
C15567,Low
C32965,Low
C17699,Low
C18326,Low
C12539,Low
C35129,Low
C38246,Low
C12905,Low
C39274,Low
C18425,Medium
C21323,Low
C14268,Low
C35171,Low
C14509,Low
C40411,Low
C22144,Low
C34385,Low
C30971,Low
C27451,Low
C35842,Low
C32778,Low
C22201,Low
C26367,Medium
C37808,Low
C26721,Low
C40924,Low
C15024,Medium
C24896,Low
C36114,High
C24621,Low
C23542,Low
C17381,Low
C27987,Low
C23333,Low
C40064,Low
C38902,Low
C29060,Low
C26148,Low
C39328,Low
C34918,Low
C21230,Low
C32931,Low
C40592,Low
C22040,Low
C17387,Low
C40443,Low
C40738,Low
C17944,Low
C40054,Low
C16409,Low
C14833,Low
C40219,High
C12130,Low
C26963,Low
C13514,Low
C22727,Low
C41695,Low
C33652,Low
C22470,High
C39049,High
C39399,Low
C30168,Low
C41144,Low
C33306,Low
C17933,Medium
C28913,Low
C39033,Low
C19899,Low
C30633,Low
C30636,Low
C23945,Low
C42026,Low
C14816,Medium
C18725,Low
C23273,Low
C34887,Low
C39988,Low
C13237,Low
C21338,Low
C18147,Low
C25711,Low
C31683,Low
C39870,Low
C40570,Low
C30796,Low
C15333,High
C23733,Low
C15135,Low
C32204,Low
C25389,Low
C23563,Low
C35496,Low
C22483,Low
C34308,Low
C24187,Low
C14314,Low
C30365,Medium
C13270,Low
C36466,Low
C18104,Low
C15165,High
C38993,Low
C38481,Low
C24819,Low
C33296,High
C26226,High
C32893,Low
C38807,Low
C38879,Low
C33606,Low
C33605,Low
C17534,Low
C22956,Low
C23006,High
C25847,Low
C30249,Low
C18340,Low
C21502,Low
C16214,Low
C19716,Low
C18309,Low
C33887,Low
C39406,Low
C15437,Low
C27136,Low
C25109,Low
C22024,Low
C30969,Low
C40000,Low
C37864,Low
C35176,Low
C13801,Low
C18643,Low
C26438,Low
C12502,High
C37367,Low
C23838,Low
C32624,Low
C25900,Low
C15750,Low
C39931,Low
C38687,Low
C40351,Low
C38430,High
C36336,High
C19933,Low
C41410,Low
C23627,High
C37168,Low
C29939,Low
C18051,Low
C12128,Low
C26850,Low
C19376,Low
C14814,Low
C36942,Low
C33132,Low
C15412,Low
C29914,Low
C22367,Low
C40235,Low
C20158,High
C38557,Low
C38808,Low
C20363,Low
C41353,High
C40656,Low
C15323,High
C21821,Low
C18120,Low
C23667,High
C20036,Low
C34107,Low
C18532,Low
C30847,Low
C35981,Medium
C17014,Low
C40149,Low
C19712,Low
C35583,Low
C15178,Low
C22541,Low
C31986,Low
C32304,Low
C29297,Low
C33294,Low
C40253,Low
C17352,Low
C36965,Low
C39596,Low
C23439,Low
C31784,Low
C23817,Low
C35236,High
C15234,Low
C39857,Low
C30946,Low
C12293,Low
C15092,Low
C42141,High
C28733,High
C30017,Low
C24329,Low
C29974,Low
C34073,Low
C32705,Low
C17269,Low
C24261,Low
C30837,Low
C23446,Low
C22551,Low
C33839,Low
C21027,Low
C35989,Low
C32686,Low
C27625,Low
C32001,High
C15287,Low
C27420,Low
C33054,Low
C41173,Low
C36463,High
C35693,High
C32342,Low
C42162,Low
C13136,Low
C29705,Low
C18855,Low
C28054,Low
C21534,Medium
C39109,Low
C34299,Low
C35153,Low
C23650,Low
C19482,Low
C12777,Low
C36625,Low
C31823,Medium
C31472,High
C31528,Low
C32526,Low
C36043,Low
C29491,Medium
C15545,Low
C33123,High
C25067,Low
C29369,Low
C20748,High
C38767,Low
C23355,Low
C31695,Low
C13717,Low
C16526,Low
C31295,Low
C38308,Low
C27885,High
C22823,Low
C37402,Low
C33388,Low
C35056,Low
C24384,Low
C17271,Low
C24956,Low
C15315,Low
C18115,Low
C16572,High
C13429,Low
C14703,High
C15031,Low
C16788,High
C37261,Medium
C36443,Medium
C16437,Low
C25960,High
C28460,Low
C33289,Low
C29992,Low
C33559,Low
C20367,Low
C22971,Low
C19605,Low
C33942,Low
C33264,High
C18992,Low
C39232,Low
C16645,Low
C26296,Low
C13231,High
C16237,Low
C31605,High
C19428,Low
C32311,Low
C34814,Low
C26425,Low
C37043,Low
C31945,High
C41202,Low
C13233,Low
C25489,Low
C31498,High
C41538,Low
C12278,Low
C32392,High
C33347,High
C18534,Low
C15464,High
C16257,Low
C38431,Low
C19385,High
C23350,Low
C34696,Low
C30063,Medium
C20105,Low
C29720,Low
C17129,High
C14846,Low
C18901,Low
C12371,High
C33099,High
C16902,Low
C25181,High
C37152,Low
C23786,Low
C32200,Low
C12780,Low
C34876,Low
C21628,Low
C23076,High
C30680,Low
C23072,Medium
C16697,High
C24527,Low
C28761,Low
C39750,Low
C39923,Low
C17053,Low
C20482,Low
C16394,Low
C28210,Low
C32839,Low
C24496,High
C25315,Low
C34746,Low
C23506,Low
C23589,Low
C33281,Low
C22629,Low
C12820,Low
C32413,High
C14078,Low
C22134,Low
C30215,Low
C36480,High
C12646,Low
C40232,Low
C26403,Low
C21927,Low
C15571,Low
C39345,Low
C24241,Low
C35392,Low
C14983,Low
C39313,Low
C32218,Low
C23967,High
C36337,Low
C40890,Low
C12211,Low
C36171,Low
C26397,Low
C15026,Low
C23195,Low
C27852,Low
C31844,Low
C23526,Low
C37895,High
C34829,Low
C40953,High
C12938,Low
C22170,Low
C33399,Low
C33392,Low
C14390,Low
C20160,High
C12493,High
C27461,Low
C40559,Low
C31043,Low
C32649,Low
C37416,Low
C16066,Low
C25400,Low
C22504,Low
C16778,Low
C34415,Low
C38361,Low
C15318,High
C23558,Low
C23107,Low
C29546,Low
C30403,High
C24472,Low
C29089,Low
C12825,Low
C34154,Low
C33288,Low
C42158,Low
C13093,Low
C37475,Low
C33466,Low
C27219,Low
C30668,Low
C41008,Low
C41590,Low
C29916,Low
C22944,Low
C41094,High
C14303,Low
C22765,Low
C14696,Low
C26019,Low
C25152,Low
C14096,Low
C40310,Low
C19160,Low
C31012,Low
C36386,Low
C29405,Low
C27323,Low
C12587,Low
C34993,Low
C30186,High
C22048,Low
C26101,Low
C40259,Low
C19045,Low
C31461,Low
C41718,Low
C20955,Low
C14177,High
C26406,Low
C36645,High
C42055,Low
C37575,High
C12787,Low
C12654,Low
C30157,Low
C14898,Low
C18102,Low
C39132,Low
C22729,Low
C29580,Low
C36955,High
C32171,High
C31215,Low
C33343,High
C16650,Low
C34605,Low
C29836,Low
C29979,Low
C23454,Low
C24411,Low
C41286,Low
C34381,Low
C37242,Low
C38802,High
C39435,Low
C27879,Low
C17581,Low
C15600,Medium
C34512,Low
C24946,High
C18098,Medium
C39683,High
C19243,Low
C27041,Low
C27579,Low
C23290,Low
C28752,Low
C28909,Low
C32094,High
C35149,High
C16229,High
C27670,Low
C36671,High
C29110,Low
C39671,Low
C39282,Low
C25337,Low
C13287,Low
C19818,Low
C36375,Low
C38670,Low
C20247,Low
C42126,High
C15702,Low
C28003,High
C40261,Low
C20944,Low
C12644,Low
C20739,High
C22156,Low
C39105,Low
C19396,Low
C17651,Low
C30531,Low
C36458,Low
C24763,Low
C26985,Medium
C26365,Low
C17144,Low
C19084,Low
C22547,Low
C38367,Low
C39115,Medium
C22898,Medium
C34747,Low
C19931,Low
C35511,Low
C19662,Low
C36036,Low
C18095,Low
C15088,Low
C32914,Low
C32069,Low
C30793,High
C35713,High
C34335,Low
C14837,Low
C41998,Low
C33882,Low
C24480,Low
C32438,Low
C15018,Low
C41383,Low
C26476,High
C40938,Low
C24092,Low
C12766,High
C22781,Low
C33947,Low
C17621,Low
C19351,Low
C12492,Low
C20813,Medium
C39804,Low
C12156,Low
C25357,Low
C29683,Low
C13877,Low
C19535,Low
C32183,Low
C31468,Low
C36390,Low
C17673,Low
C30240,Low
C34845,Low
C38448,Low
C12883,Low
C36407,High
C15169,Low
C29186,Low
C26758,High
C12593,Low
C37517,Low
C33402,Low
C38473,Low
C14397,Low
C28371,Low
C23874,Low
C31073,Medium
C42106,Low
C38381,Low
C12838,Low
C28165,Low
C35145,Low
C20767,Low
C34600,Low
C20889,Low
C14856,Low
C31091,Low
C37458,Low
C22737,Low
C40309,Low
C16765,Low
C23219,Low
C30542,Low
C14342,Low
C12718,Medium
C40555,Low
C29395,Low
C33574,Low
C31254,Low
C23799,High
C12707,Low
C19229,Low
C40591,Low
C40925,Low
C27121,Medium
C21513,Low
C35593,Low
C18027,High
C28261,Low
C22223,Low
C36761,Low
C34194,Low
C31719,Low
C12603,Low
C42027,Low
C40642,Low
C34062,Low
C14959,Low
C27832,Low
C39296,Low
C22068,Low
C35705,High
C24474,Low
C30125,Low
C23216,Low
C30141,Low
C22069,Low
C41655,Low
C36912,Low
C39474,Medium
C17211,High
C26382,Low
C30038,Low
C16304,Low
C13202,Low
C33240,High
C39743,Low
C35930,Low
C27635,Low
C16799,Low
C19651,Low
C40471,Low
C31532,Low
C18073,Low
C13486,Low
C29337,High
C16812,Low
C20675,Low
C31198,Low
C37932,Medium
C15866,Low
C31533,Low
C23252,Low
C30995,Low
C15501,Low
C37141,Low
C41487,Low
C28060,Low
C34797,Low
C33604,Low
C27767,Low
C33349,Low
C30923,Low
C38732,High
C19835,Low
C21153,Low
C34764,High
C36406,Low
C19771,Low
C25347,Low
C38518,Low
C35120,Low
C16497,Low
C22923,Low
C34209,Low
C30574,Low
C24322,Low
C32964,Low
C22532,Low
C13378,Low
C23979,Low
C38898,Low
C14358,Low
C34687,High
